"...1","regiao","ibge","municipio","pib_per_capita","uf","vab","Impostos","populacao","taxa_analfabetismo","percentage_votos_centrao","Administração, defesa, educação e saúde públicas e seguridade social","Agricultura, inclusive apoio à agricultura e a pós colheita","Comércio e reparação de veículos automotores e motocicletas","Construção","Demais serviços","Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação","Indústrias de transformação","Indústrias extrativas","Pecuária, inclusive apoio à pecuária","Produção florestal, pesca e aquicultura","num_bolsa","percent_bolsa","Emendas","percent_transfer","percent_empregado_mun"
109,"Norte",1302504,"MANACAPURU",15506.76,"AM","Administração, defesa, educação e saúde públicas e seguridade social",71648.764,99613.0101323552,0.1103,0.710447997724687,1,0,0,0,0,0,0,0,0,0,16928,0.169937641453741,68585270.96,0.934626164626211,0.415811814644499
110,"Norte",1302553,"MANAQUIRI",9162.03,"AM","Administração, defesa, educação e saúde públicas e seguridade social",6974.113,33981.0000622133,0.1142,0.622018903728436,1,0,0,0,0,0,0,0,0,0,3048,0.0896971835560944,7808069.9,0.955561043339887,0.745998608211552
111,"Norte",1302603,"MANAUS",45782.75,"AM","Indústrias de transformação",21017364.362,2255902.84639957,0.0298,0.700985006471282,0,0,0,0,0,0,1,0,0,0,127095,0.0563388623773599,63709180.06,0.67345088542211,0.053901355149726
112,"Norte",1302702,"MANICORÉ",11955.04,"AM","Administração, defesa, educação e saúde públicas e seguridade social",29089.196,57405.0106064053,0.1044,0.656176099874709,1,0,0,0,0,0,0,0,0,0,5953,0.103701748978264,12954397.01,0.933240095690412,0.394263363754889
113,"Norte",1302801,"MARAÃ",9630.41,"AM","Administração, defesa, educação e saúde públicas e seguridade social",4529.217,18297.9936472071,0.1567,0.376769061833689,1,0,0,0,0,0,0,0,0,0,2805,0.153295495346734,4147423.34,0.965442820433615,1.80851063829787
114,"Norte",1302900,"MAUÉS",9005.98,"AM","Administração, defesa, educação e saúde públicas e seguridade social",27742.79,66158.9973550907,0.0616,0.909180305676856,1,0,0,0,0,0,0,0,0,0,9036,0.136580062595291,25568957,0.935457989960772,0.448005378753922
115,"Norte",1303007,"NHAMUNDÁ",9535.02,"AM","Administração, defesa, educação e saúde públicas e seguridade social",8476.633,21709.9912742711,0.0678,0.825417701795258,1,0,0,0,0,0,0,0,0,0,3449,0.15886694547351,10525933.47,0.982315233366762,1.72837837837838
116,"Norte",1303106,"NOVA OLINDA DO NORTE",8836.21,"AM","Administração, defesa, educação e saúde públicas e seguridade social",15791.589,38665.0183732618,0.0898,0.324809047335517,1,0,0,0,0,0,0,0,0,0,4276,0.110590921197053,11083117,0.972662743932403,1.0653164556962
117,"Norte",1303205,"NOVO AIRÃO",9146.03,"AM","Administração, defesa, educação e saúde públicas e seguridade social",7028.623,20395.0077793316,0.1043,0.547998933815705,1,0,0,0,0,0,0,0,0,0,2198,0.107771471518019,5044437.26,0.964483865064076,0.618346007604563
118,"Norte",1303304,"NOVO ARIPUANÃ",9545.89,"AM","Administração, defesa, educação e saúde públicas e seguridade social",7870.482,26442.9984003587,0.1203,0.444216714944042,1,0,0,0,0,0,0,0,0,0,3062,0.115796247976117,6136197.94,0.968623496434157,0.747292418772563
119,"Norte",1303403,"PARINTINS",12255.21,"AM","Administração, defesa, educação e saúde públicas e seguridade social",91015.055,116438.995823001,0.0406999999999999,0.870693579985906,1,0,0,0,0,0,0,0,0,0,15247,0.130944104182906,29467134.69,0.910348082842182,0.512534232146619
120,"Norte",1303502,"PAUINI",10172.38,"AM","Administração, defesa, educação e saúde públicas e seguridade social",5505.312,19615.9919310918,0.2412,0.914111975195223,1,0,0,0,0,0,0,0,0,0,3001,0.152987420189715,5001032.47,0.983614365613282,0.949203942380591
121,"Norte",1303536,"PRESIDENTE FIGUEIREDO",27087.68,"AM","Indústrias extrativas",43096.12,38094.9960646316,0.0859,0.690905651102624,0,0,0,0,0,0,0,1,0,0,3512,0.0921905857147635,13259475.66,0.901023968376215,0.448170731707317
122,"Norte",1303569,"RIO PRETO DA EVA",11680.8,"AM","Administração, defesa, educação e saúde públicas e seguridade social",26303.4,34855.988973358,0.0873,0.412874622288706,1,0,0,0,0,0,0,0,0,0,3073,0.0881627545369272,14671842.58,0.926415170589685,0.401075268817204
123,"Norte",1303601,"SANTA ISABEL DO RIO NEGRO",6994.54,"AM","Administração, defesa, educação e saúde públicas e seguridade social",5138.625,26566.0013381866,0.159,0.441622993559227,1,0,0,0,0,0,0,0,0,0,2385,0.0897764014101641,2031855.34,0.977555895061946,0.926362297496318
124,"Norte",1303700,"SANTO ANTÔNIO DO IÇÁ",11360.72,"AM","Administração, defesa, educação e saúde públicas e seguridade social",11309.948,20888.9940074221,0.1437,0.901544170153417,1,0,0,0,0,0,0,0,0,0,4044,0.193594770459656,8400145.98,0.975273634869867,1.23333333333333
125,"Norte",1303809,"SÃO GABRIEL DA CACHOEIRA",8995.21,"AM","Administração, defesa, educação e saúde públicas e seguridade social",20003.584,47031.0091704363,0.0940000000000001,0.782412040343149,1,0,0,0,0,0,0,0,0,0,6061,0.128872420705145,6043966.19,0.96149762805724,2.08646998982706
126,"Norte",1303908,"SÃO PAULO DE OLIVENÇA",8182.07,"AM","Administração, defesa, educação e saúde públicas e seguridade social",8148.981,40837.0136163587,0.148,0.821095432355232,1,0,0,0,0,0,0,0,0,0,4699,0.115067180086784,9628952.56,0.971618129864859,0.905716723549488
127,"Norte",1303957,"SÃO SEBASTIÃO DO UATUMÃ",9307.06,"AM","Administração, defesa, educação e saúde públicas e seguridade social",4248.108,14678.0054066483,0.0594,0.704578273092369,1,0,0,0,0,0,0,0,0,0,1506,0.102602496611554,3968804,0.95292061241472,0.710975609756098
128,"Norte",1304005,"SILVES",18843.97,"AM","Administração, defesa, educação e saúde públicas e seguridade social",8447.732,9288.99839046655,0.0551000000000001,0.899085297225892,1,0,0,0,0,0,0,0,0,0,1918,0.206480819500246,5430760,0.905986541974712,0.595484477892756
129,"Norte",1304062,"TABATINGA",11065.89,"AM","Administração, defesa, educação e saúde públicas e seguridade social",63297.955,68502.0006524554,0.0955,0.55282302508836,1,0,0,0,0,0,0,0,0,0,6857,0.100099266221274,6255825.75,0.897481039537142,0.601205191594561
130,"Norte",1304104,"TAPAUÁ",14218.05,"AM","Administração, defesa, educação e saúde públicas e seguridade social",7537.668,16875.9999437335,0.2081,0.785455056538127,1,0,0,0,0,0,0,0,0,0,2617,0.155072292529354,8200086.74,0.964334481614052,0.986499068901304
131,"Norte",1304203,"TEFÉ",18538.27,"AM","Administração, defesa, educação e saúde públicas e seguridade social",46927.822,59249.9945248397,0.0984,0.744048635677634,1,0,0,0,0,0,0,0,0,0,8175,0.137974696294238,21482764.45,0.94047122626011,1.83698510078878
132,"Norte",1304237,"TONANTINS",9738.96,"AM","Administração, defesa, educação e saúde públicas e seguridade social",5941.725,19037.9938925717,0.1312,0.700750502253703,1,0,0,0,0,0,0,0,0,0,3212,0.168715255300784,6979340,0.98399035314491,1.22082459818309
133,"Norte",1304260,"UARINI",16562.54,"AM","Administração, defesa, educação e saúde públicas e seguridade social",8744.976,13838.9992718508,0.1193,0.744114261481175,1,0,0,0,0,0,0,0,0,0,2260,0.16330660588999,3941926.5,0.967925446199159,4.93693693693694
134,"Norte",1304302,"URUCARÁ",12847.86,"AM","Administração, defesa, educação e saúde públicas e seguridade social",7057.008,16007.0034231382,0.0577,0.498104449047225,1,0,0,0,0,0,0,0,0,0,2772,0.173174199237883,5358453.51,0.92976594930675,0.894060995184591
135,"Norte",1304401,"URUCURITUBA",9654.77,"AM","Administração, defesa, educação e saúde públicas e seguridade social",8403.643,24097.997570113,0.063,0.841816722689075,1,0,0,0,0,0,0,0,0,0,3421,0.141962002861301,10275451.57,0.967897221340056,0.821736922295581
136,"Norte",1400027,"AMAJARI",17758.73,"RR","Administração, defesa, educação e saúde públicas e seguridade social",3030.486,13560.9977740525,0.3183,0.329669798754193,1,0,0,0,0,0,0,0,0,0,1526,0.112528593059711,7566630.86,0.965644508066214,0.344701583434836
137,"Norte",1400050,"ALTO ALEGRE",25280.78,"RR","Administração, defesa, educação e saúde públicas e seguridade social",7046.65,15249.0019690848,0.3681,0.701164734411085,1,0,0,0,0,0,0,0,0,0,2261,0.148271998691052,19311352.63,0.950662629267213,0.753597122302158
138,"Norte",1400100,"BOA VISTA",30906.19,"RR","Administração, defesa, educação e saúde públicas e seguridade social",1578429.018,436590.98886016,0.0356999999999999,0.518561039305214,1,0,0,0,0,0,0,0,0,0,20531,0.0470257071809974,51187067.81,0.753490845583329,0.0845972501566158
139,"Norte",1400159,"BONFIM",41131.03,"RR","Agricultura, inclusive apoio à agricultura e a pós colheita",8385.753,12700.9999749581,0.0869,0.402521773940345,0,1,0,0,0,0,0,0,0,0,2358,0.185654673226451,15475629.64,0.914993473554915,0.667808219178082
140,"Norte",1400175,"CANTÁ",18334.7,"RR","Administração, defesa, educação e saúde públicas e seguridade social",30645.794,19256.9971693019,0.0919,0.381288538812785,1,0,0,0,0,0,0,0,0,0,2613,0.135690937534407,9869332.6,0.893640450005723,0.456730769230769
141,"Norte",1400209,"CARACARAÍ",20026.4,"RR","Administração, defesa, educação e saúde públicas e seguridade social",19831.808,22634.9986517796,0.1299,0.408020335917313,1,0,0,0,0,0,0,0,0,0,2979,0.131610345811343,11132829.2,0.965160436807576,0.632377740303541
142,"Norte",1400233,"CAROEBE",22349.01,"RR","Administração, defesa, educação e saúde públicas e seguridade social",6220.247,10595.0018367704,0.0831,0.413988494623656,1,0,0,0,0,0,0,0,0,0,1301,0.122793749358761,9502575.7,0.970750684023428,0.593347639484979
143,"Norte",1400282,"IRACEMA",16497.32,"RR","Administração, defesa, educação e saúde públicas e seguridade social",4096.905,12637.0029798779,0.2003,0.190843662583959,1,0,0,0,0,0,0,0,0,0,1310,0.103663819822305,24265647.49,0.95880058507759,0.696663296258847
144,"Norte",1400308,"MUCAJAÍ",21310.03,"RR","Administração, defesa, educação e saúde públicas e seguridade social",22913.863,18482.0025124319,0.1233,0.412628083670715,1,0,0,0,0,0,0,0,0,0,3202,0.173249624755011,13545635.06,0.94612049508351,0.274238227146814
145,"Norte",1400407,"NORMANDIA",17232.37,"RR","Administração, defesa, educação e saúde públicas e seguridade social",3106.796,11771.9977577083,0.0818000000000001,0.566007436992738,1,0,0,0,0,0,0,0,0,0,2080,0.17669048557523,8370754.86,0.965103473460809,0.469350411710887
146,"Norte",1400456,"PACARAIMA",16366.22,"RR","Administração, defesa, educação e saúde públicas e seguridade social",23212.82,20108.0005645775,0.0591,0.722455695897023,1,0,0,0,0,0,0,0,0,0,1495,0.0743485159152824,5067844,0.949626778237705,0.940042826552462
147,"Norte",1400472,"RORAINÓPOLIS",23333.09,"RR","Administração, defesa, educação e saúde públicas e seguridade social",71567.194,31387.003221605,0.095,0.412845362250325,1,0,0,0,0,0,0,0,0,0,3666,0.116799937034974,25920829.13,0.722167155642428,0.478273549139691
148,"Norte",1400506,"SÃO JOÃO DA BALIZA",38597.28,"RR","Administração, defesa, educação e saúde públicas e seguridade social",102143.655,8491.99995440093,0.0963,0.319055693489689,1,0,0,0,0,0,0,0,0,0,905,0.106570890821895,7670550.5,0.965245759146607,0.312460063897764
149,"Norte",1400605,"SÃO LUIZ",21740.96,"RR","Administração, defesa, educação e saúde públicas e seguridade social",10198.835,8231.99996688279,0.1,0.631508470948012,1,0,0,0,0,0,0,0,0,0,1057,0.128401361060774,23054338.49,NA,1.02495840266223
150,"Norte",1400704,"UIRAMUTÃ",13069.3,"RR","Administração, defesa, educação e saúde públicas e seguridade social",2050.142,11014.0032748502,0.1247,0.588641264023934,1,0,0,0,0,0,0,0,0,0,1612,0.146359135708712,4601196.64,0.980884070932591,1.54907161803714
151,"Norte",1500107,"ABAETETUBA",12150.04,"PA","Administração, defesa, educação e saúde públicas e seguridade social",178722.82,160439.037320042,0.1009,0.357678012840427,1,0,0,0,0,0,0,0,0,0,32780,0.204314364805187,3070007,0.867394280438715,0.380426106710874
152,"Norte",1500131,"ABEL FIGUEIREDO",13998.91,"PA","Administração, defesa, educação e saúde públicas e seguridade social",7857.113,7536.00058861726,0.1384,0.445876141732284,1,0,0,0,0,0,0,0,0,0,1075,0.142648608815627,775718.33,0.961082358685854,0.427480916030534
153,"Norte",1500206,"ACARÁ",25714.69,"PA","Agricultura, inclusive apoio à agricultura e a pós colheita",26422.71,55744.006402566,0.159,0.235981282389833,0,1,0,0,0,0,0,0,0,0,10592,0.190011459232188,6870315,0.912817369870323,0.45400238948626
154,"Norte",1500305,"AFUÁ",11130.94,"PA","Administração, defesa, educação e saúde públicas e seguridade social",12097.004,39909.9973587136,0.2202,0.214443506802934,1,0,0,0,0,0,0,0,0,0,6471,0.162139825313398,1973356,0.943756645311947,0.687815428983417
155,"Norte",1500347,"ÁGUA AZUL DO NORTE",23136.75,"PA","Pecuária, inclusive apoio à pecuária",92106.933,27797.003641393,0.1168,0.434023605442177,0,0,0,0,0,0,0,0,1,0,2779,0.0999748043296919,5118781,0.858590059791956,0.350912778904665
156,"Norte",1500404,"ALENQUER",12988.38,"PA","Administração, defesa, educação e saúde públicas e seguridade social",24777.898,57389.9977518366,0.1082,0.424770999313368,1,0,0,0,0,0,0,0,0,0,10963,0.191026318687199,2449996,0.942062164868234,0.560924369747899
157,"Norte",1500503,"ALMEIRIM",20220.01,"PA","Administração, defesa, educação e saúde públicas e seguridade social",66886.149,34044.0035885244,0.1258,0.235326012804288,1,0,0,0,0,0,0,0,0,0,5308,0.155915857140528,2592862,0.909250209609443,0.391563275434243
158,"Norte",1500602,"ALTAMIRA",26595.8,"PA","Demais serviços",339055.645,117319.993984013,0.0966,0.29824240589198,0,0,0,0,1,0,0,0,0,0,11090,0.0945277920957894,2368883,0.839583854252356,0.231933133304758
159,"Norte",1500701,"ANAJÁS",8607.88,"PA","Administração, defesa, educação e saúde públicas e seguridade social",14630.982,30090.9845397473,0.2258,0.47226167903853,1,0,0,0,0,0,0,0,0,0,5002,0.1662291904538,2421534,0.958763065869939,0.705132872224245
160,"Norte",1500800,"ANANINDEUA",16542.68,"PA","Demais serviços",1377318.211,540410.004787616,0.028,0.145223458808377,0,0,0,0,1,0,0,0,0,0,33013,0.0610888024047117,14270974.8,0.761910530035915,0.0986119672168573
161,"Norte",1500859,"ANAPU",20061.15,"PA","Administração, defesa, educação e saúde públicas e seguridade social",42831.035,29311.9930811544,0.1495,0.363839581682929,1,0,0,0,0,0,0,0,0,0,5272,0.179858121056583,2995014,0.900114895238017,0.424522489217498
162,"Norte",1500909,"AUGUSTO CORRÊA",7750.19,"PA","Administração, defesa, educação e saúde públicas e seguridade social",11878.868,46937.014834475,0.1746,0.383897895738423,1,0,0,0,0,0,0,0,0,0,7726,0.164603565592017,12690790,0.955289259873057,0.387761194029851
163,"Norte",1500958,"AURORA DO PARÁ",9584.87,"PA","Administração, defesa, educação e saúde públicas e seguridade social",10998.053,32199.9873759373,0.1825,0.403298422014158,1,0,0,0,0,0,0,0,0,0,4099,0.127298186553425,2915222.5,0.941599812217863,0.722527472527473
164,"Norte",1501006,"AVEIRO",9254.57,"PA","Administração, defesa, educação e saúde públicas e seguridade social",2898.608,16420.9918991374,0.0904000000000001,0.291394834460662,1,0,0,0,0,0,0,0,0,0,2043,0.124413921677126,1621431.64,0.953941850327317,0.79443447037702
165,"Norte",1501105,"BAGRE",7837.69,"PA","Administração, defesa, educação e saúde públicas e seguridade social",4254.743,31967.015026111,0.1745,0.570738929384966,1,0,0,0,0,0,0,0,0,0,3536,0.110614018766274,3500316,0.972766032272105,1.583
166,"Norte",1501204,"BAIÃO",11367.06,"PA","Administração, defesa, educação e saúde públicas e seguridade social",10219.048,49454.006840819,0.0804000000000001,0.390018705551463,1,0,0,0,0,0,0,0,0,0,6192,0.125207245995873,2408878,0.907583537173309,0.796950539233916
167,"Norte",1501253,"BANNACH",39829.41,"PA","Pecuária, inclusive apoio à pecuária",2970.824,3239.00040196428,0.1278,0.0643186816720257,0,0,0,0,0,0,0,0,1,0,377,0.11639393430497,1078985,0.944870612418961,0.335593220338983
168,"Norte",1501303,"BARCARENA",71473.92,"PA","Indústrias de transformação",2276326.567,129333.001282146,0.0615000000000001,0.318755326459129,0,0,0,0,0,0,1,0,0,0,12651,0.0978172614459109,4306644,0.641687350275072,0.168818358525052
169,"Norte",1501402,"BELÉM",22216.33,"PA","Demais serviços",6341812.64,1506420.10723643,0.0295,0.289806207284764,0,0,0,0,1,0,0,0,0,0,112572,0.0747281581407701,17039902.98,0.618672858600432,0.0448425672385554
170,"Norte",1501451,"BELTERRA",13218.69,"PA","Administração, defesa, educação e saúde públicas e seguridade social",9457.89,17944.0067813074,0.0886,0.482084613284804,1,0,0,0,0,0,0,0,0,0,2504,0.139545199158555,1673582.57,0.942496896842167,0.455061494796594
171,"Norte",1501501,"BENEVIDES",30668.86,"PA","Comércio e reparação de veículos automotores e motocicletas",466965.225,64780.0047018376,0.0556,0.171302836553859,0,0,1,0,0,0,0,0,0,0,9729,0.150185231458065,4327871.64,0.883401347320412,0.188163586315376
172,"Norte",1501576,"BOM JESUS DO TOCANTINS",14134.87,"PA","Administração, defesa, educação e saúde públicas e seguridade social",11562.725,17254.0046707186,0.1209,0.375161830643762,1,0,0,0,0,0,0,0,0,0,2064,0.119624402530896,8819659.56,0.951926515772068,0.493020658849805
173,"Norte",1501600,"BONITO",12325.25,"PA","Administração, defesa, educação e saúde públicas e seguridade social",35953.927,16769.0022514756,0.2017,0.233822949640288,1,0,0,0,0,0,0,0,0,0,2091,0.124694359786134,10316085,0.977063600986752,0.196521095484826
174,"Norte",1501709,"BRAGANÇA",10679,"PA","Administração, defesa, educação e saúde públicas e seguridade social",112282.565,130121.975934076,0.1186,0.536014987703924,1,0,0,0,0,0,0,0,0,0,15406,0.118396603566834,13399511.18,0.916531053046224,0.593905309965995
175,"Norte",1501725,"BRASIL NOVO",25519.93,"PA","Pecuária, inclusive apoio à pecuária",29155.136,14883.0006195158,0.1114,0.487109459009571,0,0,0,0,0,0,0,0,1,0,2614,0.175636625088378,4659862,0.923354501092058,0.468054898248935
176,"Norte",1501758,"BREJO GRANDE DO ARAGUAIA",15643.39,"PA","Administração, defesa, educação e saúde públicas e seguridade social",5599.646,7357.00107201828,0.1386,0.168975517241379,1,0,0,0,0,0,0,0,0,0,992,0.134837550013821,769911,0.950470920490307,0.658119658119658
177,"Norte",1501782,"BREU BRANCO",11579.35,"PA","Administração, defesa, educação e saúde públicas e seguridade social",78564.429,68597.0045814316,0.151,0.614099098152843,1,0,0,0,0,0,0,0,0,0,7094,0.103415594358478,4172107,0.912822444573827,0.394870609981516
178,"Norte",1501808,"BREVES",8572.43,"PA","Administração, defesa, educação e saúde públicas e seguridade social",59796.539,104280.03226623,0.189,0.370887391742195,1,0,0,0,0,0,0,0,0,0,16354,0.156827722859231,6236835,0.898146714917166,0.326225587883619
179,"Norte",1501907,"BUJARU",18061.39,"PA","Agricultura, inclusive apoio à agricultura e a pós colheita",9729.256,29717.0081593942,0.1148,0.339931272757094,0,1,0,0,0,0,0,0,0,0,5160,0.173637937316002,2730380.5,0.948032081007742,0.689291101055807
180,"Norte",1501956,"CACHOEIRA DO PIRIÁ",6447.28,"PA","Administração, defesa, educação e saúde públicas e seguridade social",5616.293,35307.0065205792,0.2022,0.419070052219321,1,0,0,0,0,0,0,0,0,0,4261,0.120684261281579,7146179,0.92914777145076,0.752797016515717
