Sigla,Código,Município,Programa Bolsa Família (PBF) - número de benefícios em dezembro (2021),Programa Bolsa Família (PBF) - valor total dos benefícios em dezembro (2021),
MG,3153509,Alto Jequitibá,821,168.139,
MG,3153608,Prudente de Morais,599,139.847,
MG,3153707,Quartel Geral,217,42.061,
MG,3153806,Queluzito,70,10.92,
MG,3153905,Raposos,504,115.786,
MG,3154002,Raul Soares,1947,423.133,
MG,3154101,Recreio,636,105.983,
MG,3154150,Reduto,560,111.251,
MG,3154200,Resende Costa,346,66.339,
MG,3154309,Resplendor,1319,247.826,
MG,3154408,Ressaquinha,449,101.515,
MG,3154457,Riachinho,1003,216.695,
MG,3154507,Riacho dos Machados,1159,241.292,
MG,3154606,Ribeirão das Neves,17847,4239.271,
MG,3154705,Ribeirão Vermelho,197,50.293,
MG,3154804,Rio Acima,341,72.997,
MG,3154903,Rio Casca,978,191.969,
MG,3155009,Rio Doce,189,39.568,
MG,3155108,Rio do Prado,792,221.319,
MG,3155207,Rio Espera,643,148.735,
MG,3155306,Rio Manso,287,56.555,
MG,3155405,Rio Novo,525,127.68,
MG,3155504,Rio Paranaíba,493,98.722,
MG,3155603,Rio Pardo de Minas,3466,716.008,
MG,3155702,Rio Piracicaba,969,177.656,
MG,3155801,Rio Pomba,896,179.225,
MG,3155900,Rio Preto,433,106.014,
MG,3156007,Rio Vermelho,1103,220.829,
MG,3156106,Ritápolis,388,75.041,
MG,3156205,Rochedo de Minas,177,44.893,
MG,3156304,Rodeiro,239,53.844,
MG,3156403,Romaria,159,35.945,
MG,3156452,Rosário da Limeira,298,54.227,
MG,3156502,Rubelita,1070,209.535,
MG,3156601,Rubim,1244,229.191,
MG,3156700,Sabará,5596,1199.416,
MG,3156809,Sabinópolis,1434,326.265,
MG,3156908,Sacramento,731,149.835,
MG,3157005,Salinas,3363,641.992,
MG,3157104,Salto da Divisa,895,218.662,
MG,3157203,Santa Bárbara,1999,565.751,
MG,3157252,Santa Bárbara do Leste,975,204.526,
MG,3157278,Santa Bárbara do Monte Verde,196,44.92,
MG,3157302,Santa Bárbara do Tugúrio,252,45.461,
MG,3157336,Santa Cruz de Minas,418,77.168,
MG,3157377,Santa Cruz de Salinas,631,160.956,
MG,3157401,Santa Cruz do Escalvado,431,96.65,
MG,3157500,Santa Efigênia de Minas,616,144.238,
MG,3157609,Santa Fé de Minas,683,158.906,
MG,3157658,Santa Helena de Minas,1264,369.992,
MG,3157708,Santa Juliana,397,70.247,
MG,3157807,Santa Luzia,12898,3473.899,
MG,3157906,Santa Margarida,1978,338.173,
MG,3158003,Santa Maria de Itabira,499,113.531,
MG,3158102,Santa Maria do Salto,783,173.92,
MG,3158201,Santa Maria do Suaçuí,1458,285.887,
MG,3158300,Santana da Vargem,310,69.601,
MG,3158409,Santana de Cataguases,314,68.469,
MG,3158508,Santana de Pirapama,578,118.286,
MG,3158607,Santana do Deserto,172,34.996,
MG,3158706,Santana do Garambéu,244,56.066,
MG,3158805,Santana do Jacaré,248,46.841,
MG,3158904,Santana do Manhuaçu,914,168.192,
MG,3158953,Santana do Paraíso,1980,488.933,
MG,3159001,Santana do Riacho,466,95.734,
MG,3159100,Santana dos Montes,337,73.473,
MG,3159209,Santa Rita de Caldas,331,71.527,
MG,3159308,Santa Rita de Jacutinga,354,59.924,
MG,3159357,Santa Rita de Minas,328,74.336,
MG,3159407,Santa Rita de Ibitipoca,278,59.522,
MG,3159506,Santa Rita do Itueto,707,156.954,
MG,3159605,Santa Rita do Sapucaí,1225,216.588,
MG,3159704,Santa Rosa da Serra,277,58.645,
MG,3159803,Santa Vitória,874,162.449,
MG,3159902,Santo Antônio do Amparo,1615,306.545,
MG,3160009,Santo Antônio do Aventureiro,253,56.169,
MG,3160108,Santo Antônio do Grama,350,79.499,
MG,3160207,Santo Antônio do Itambé,495,104.017,
MG,3160306,Santo Antônio do Jacinto,1433,307.638,
MG,3160405,Santo Antônio do Monte,679,131.141,
MG,3160454,Santo Antônio do Retiro,1405,329.319,
MG,3160504,Santo Antônio do Rio Abaixo,190,36.24,
MG,3160603,Santo Hipólito,320,83.787,
MG,3160702,Santos Dumont,2459,479.297,
MG,3160801,São Bento Abade,218,39.841,
MG,3160900,São Brás do Suaçuí,205,43.944,
MG,3160959,São Domingos das Dores,595,111.151,
MG,3161007,São Domingos do Prata,910,185.054,
MG,3161056,São Félix de Minas,425,97.511,
MG,3161106,São Francisco,7465,1833.847,
MG,3161205,São Francisco de Paula,353,62.864,
MG,3161304,São Francisco de Sales,418,89.605,
MG,3161403,São Francisco do Glória,402,89.449,
MG,3161502,São Geraldo,691,130.212,
MG,3161601,São Geraldo da Piedade,521,136.729,
MG,3161650,São Geraldo do Baixio,415,84.264,
MG,3161700,São Gonçalo do Abaeté,512,134.117,
MG,3161809,São Gonçalo do Pará,291,62.808,
MG,3161908,São Gonçalo do Rio Abaixo,790,163.839,
MG,3162005,São Gonçalo do Sapucaí,1051,231.074,
MG,3162104,São Gotardo,1144,208.818,
MG,3162203,São João Batista do Glória,135,26.792,
MG,3162252,São João da Lagoa,795,186.252,
MG,3162302,São João da Mata,172,39.132,
MG,3162401,São João da Ponte,3548,827.254,
MG,3162450,São João das Missões,2325,707.776,
MG,3162500,São João del Rei,3693,641.468,
MG,3162559,São João do Manhuaçu,1601,351.191,
MG,3162575,São João do Manteninha,528,99.287,
MG,3162609,São João do Oriente,821,166.06,
MG,3162658,São João do Pacuí,629,170.933,
MG,3162708,São João do Paraíso,1906,358.232,
MG,3162807,São João Evangelista,1528,349.796,
MG,3162906,São João Nepomuceno,1085,245.56,
MG,3162922,São Joaquim de Bicas,2262,525.99,
MG,3162948,São José da Barra,237,50.769,
MG,3162955,São José da Lapa,1391,393.63,
MG,3163003,São José da Safira,489,140.985,
MG,3163102,São José da Varginha,189,36.962,
MG,3163201,São José do Alegre,252,60.836,
MG,3163300,São José do Divino,543,131.927,
MG,3163409,São José do Goiabal,453,90.179,
MG,3163508,São José do Jacuri,785,166.78,
MG,3163607,São José do Mantimento,350,64.034,
MG,3163706,São Lourenço,1682,365.266,
MG,3163805,São Miguel do Anta,831,173.144,
MG,3163904,São Pedro da União,274,41.484,
MG,3164001,São Pedro dos Ferros,366,78.845,
MG,3164100,São Pedro do Suaçuí,658,162.503,
MG,3164209,São Romão,1286,367.528,
MG,3164308,São Roque de Minas,260,51.769,
MG,3164407,São Sebastião da Bela Vista,222,49.778,
MG,3164431,São Sebastião da Vargem Alegre,164,27.672,
MG,3164472,São Sebastião do Anta,1178,324.075,
MG,3164506,São Sebastião do Maranhão,1110,228.261,
MG,3164605,São Sebastião do Oeste,454,106.141,
MG,3164704,São Sebastião do Paraíso,2144,499.892,
MG,3164803,São Sebastião do Rio Preto,97,17.6,
MG,3164902,São Sebastião do Rio Verde,102,18.825,
MG,3165008,São Tiago,365,70.853,
MG,3165107,São Tomás de Aquino,310,82.243,
MG,3165206,São Thomé das Letras,491,100.127,
MG,3165305,São Vicente de Minas,450,76.652,
MG,3165404,Sapucaí-Mirim,400,84.639,
MG,3165503,Sardoá,781,216.032,
MG,3165537,Sarzedo,1041,231.854,
MG,3165552,Setubinha,1764,548.452,
MG,3165560,Sem-Peixe,237,46.259,
MG,3165578,Senador Amaral,521,100.579,
MG,3165602,Senador Cortes,112,27.249,
MG,3165701,Senador Firmino,550,93.1,
MG,3165800,Senador José Bento,112,19.423,
MG,3165909,Senador Modestino Gonçalves,543,88.269,
MG,3166006,Senhora de Oliveira,505,91.502,
MG,3166105,Senhora do Porto,326,80.755,
MG,3166204,Senhora dos Remédios,1320,268.833,
MG,3166303,Sericita,752,125.51,
MG,3166402,Seritinga,65,11.98,
MG,3166501,Serra Azul de Minas,563,142.357,
MG,3166600,Serra da Saudade,22,4.008,
MG,3166709,Serra dos Aimorés,697,117.909,
MG,3166808,Serra do Salitre,943,242.259,
MG,3166907,Serrania,512,115.317,
MG,3166956,Serranópolis de Minas,531,147.59,
MG,3167004,Serranos,212,48.596,
MG,3167103,Serro,1388,329.534,
MG,3167202,Sete Lagoas,7963,1708.585,
MG,3167301,Silveirânia,186,34.733,
MG,3167400,Silvianópolis,324,84.965,
MG,3167509,Simão Pereira,159,34.608,
MG,3167608,Simonésia,1666,282.855,
MG,3167707,Sobrália,838,214.838,
MG,3167806,Soledade de Minas,202,34.55,
MG,3167905,Tabuleiro,233,41.174,
MG,3168002,Taiobeiras,2938,553.722,
MG,3168051,Taparuba,560,123.975,
MG,3168101,Tapira,207,51.663,
MG,3168200,Tapiraí,73,17.932,
MG,3168309,Taquaraçu de Minas,349,77.92,
MG,3168408,Tarumirim,1582,338.874,
MG,3168507,Teixeiras,745,138.905,
MG,3168606,Teófilo Otoni,7862,1705.323,
MG,3168705,Timóteo,3049,667.841,
MG,3168804,Tiradentes,345,73.605,
MG,3168903,Tiros,457,101.995,
MG,3169000,Tocantins,789,148.557,
MG,3169059,Tocos do Moji,237,35.754,
MG,3169109,Toledo,183,32.576,
MG,3169208,Tombos,690,142.407,
MG,3169307,Três Corações,2614,526.258,
MG,3169356,Três Marias,1533,327.065,
MG,3169406,Três Pontas,2564,552.309,
MG,3169505,Tumiritinga,919,250.809,
MG,3169604,Tupaciguara,2022,446.108,
MG,3169703,Turmalina,1645,297.266,
MG,3169802,Turvolândia,221,41.725,
MG,3169901,Ubá,3255,554.842,
MG,3170008,Ubaí,1577,382.256,
MG,3170057,Ubaporanga,1248,258.46,
MG,3170107,Uberaba,7452,1583.171,
MG,3170206,Uberlândia,15557,3038.659,
MG,3170305,Umburatiba,335,98.909,
MG,3170404,Unaí,3716,680.927,
MG,3170438,União de Minas,390,88.181,
MG,3170479,Uruana de Minas,452,112.792,
MG,3170503,Urucânia,422,97.189,
MG,3170529,Urucuia,1313,290.128,
MG,3170578,Vargem Alegre,796,199.81,
MG,3170602,Vargem Bonita,131,29.144,
MG,3170651,Vargem Grande do Rio Pardo,604,147.091,
MG,3170701,Varginha,2294,509.451,
MG,3170750,Varjão de Minas,324,72.628,
MG,3170800,Várzea da Palma,2436,409.912,
MG,3170909,Varzelândia,2865,581.538,
MG,3171006,Vazante,845,143.727,
MG,3171030,Verdelândia,1205,310.948,
MG,3171071,Veredinha,691,137.253,
MG,3171105,Veríssimo,137,29.979,
MG,3171154,Vermelho Novo,577,121.08,
MG,3171204,Vespasiano,5831,1522.866,
MG,3171303,Viçosa,3149,626.14,
MG,3171402,Vieiras,394,89.961,
MG,3171501,Mathias Lobato,516,136.991,
MG,3171600,Virgem da Lapa,1375,261.307,
MG,3171709,Virgínia,710,108.809,
MG,3171808,Virginópolis,610,114.557,
MG,3171907,Virgolândia,549,99.596,
MG,3172004,Visconde do Rio Branco,1653,310.78,
MG,3172103,Volta Grande,552,149.434,
MG,3172202,Wenceslau Braz,112,23.289,
MS,5000203,Água Clara,879,237.435,
MS,5000252,Alcinópolis,286,60.783,
MS,5000609,Amambaí,3351,896.609,
MS,5000708,Anastácio,1632,346.705,
MS,5000807,Anaurilândia,519,100.154,
MS,5000856,Angélica,674,142.204,
MS,5000906,Antônio João,711,168.937,
MS,5001003,Aparecida do Taboado,1229,280.012,
MS,5001102,Aquidauana,2386,520.948,
MS,5001243,Aral Moreira,1008,242.968,
MS,5001508,Bandeirantes,404,85.132,
MS,5001904,Bataguassu,1135,218.592,
MS,5002001,Batayporã,910,197.11,
MS,5002100,Bela Vista,1883,369.522,
MS,5002159,Bodoquena,599,146.922,
MS,5002209,Bonito,748,158.188,
MS,5002308,Brasilândia,744,165.44,
MS,5002407,Caarapó,1535,422.191,
MS,5002605,Camapuã,866,204.684,
MS,5002704,Campo Grande,30295,6655.317,
MS,5002803,Caracol,457,101.466,
MS,5002902,Cassilândia,813,166.551,
MS,5002951,Chapadão do Sul,710,151.887,
MS,5003108,Corguinho,314,59.674,
MS,5003157,Coronel Sapucaia,1973,586.795,
MS,5003207,Corumbá,6552,1407.873,
MS,5003256,Costa Rica,1429,335.017,
MS,5003306,Coxim,2146,396.929,
MS,5003454,Deodápolis,613,118.887,
MS,5003488,Dois Irmãos do Buriti,1056,250.105,
MS,5003504,Douradina,366,92.975,
MS,5003702,Dourados,9304,2341.088,
MS,5003751,Eldorado,718,151.418,
MS,5003801,Fátima do Sul,892,155.96,
MS,5003900,Figueirão,164,34.265,
MS,5004007,Glória de Dourados,471,88.761,
MS,5004106,Guia Lopes da Laguna,939,206.504,
MS,5004304,Iguatemi,893,185.178,
MS,5004403,Inocência,329,69.91,
MS,5004502,Itaporã,400,74.149,
MS,5004601,Itaquiraí,864,175.556,
MS,5004700,Ivinhema,640,111.091,
MS,5004809,Japorã,1311,398.033,
MS,5004908,Jaraguari,234,47.85,
MS,5005004,Jardim,1163,217.92,
MS,5005103,Jateí,242,51.674,
MS,5005152,Juti,699,163.031,
MS,5005202,Ladário,1323,309.011,
MS,5005251,Laguna Carapã,481,122.806,
MS,5005400,Maracaju,972,180.419,
MS,5005608,Miranda,3174,855.806,
MS,5005681,Mundo Novo,1118,198.529,
MS,5005707,Naviraí,1990,417.421,
MS,5005806,Nioaque,1292,256.988,
MS,5006002,Nova Alvorada do Sul,883,194.075,
MS,5006200,Nova Andradina,2237,488.076,
MS,5006259,Novo Horizonte do Sul,151,29.218,
MS,5006275,Paraíso das Águas,196,39.642,
MS,5006309,Paranaíba,1611,308.883,
MS,5006358,Paranhos,1632,596.639,
MS,5006408,Pedro Gomes,634,159.672,
MS,5006606,Ponta Porã,5566,1127.998,
MS,5006903,Porto Murtinho,666,150.384,
MS,5007109,Ribas do Rio Pardo,996,193.742,
MS,5007208,Rio Brilhante,1418,305.776,
MS,5007307,Rio Negro,231,47.323,
MS,5007406,Rio Verde de Mato Grosso,1396,312.554,
MS,5007505,Rochedo,263,57.481,
MS,5007554,Santa Rita do Pardo,239,48.632,
MS,5007695,São Gabriel do Oeste,852,159.511,
MS,5007703,Sete Quedas,467,99.226,
MS,5007802,Selvíria,298,54.112,
MS,5007901,Sidrolândia,2931,587.652,
MS,5007935,Sonora,676,126.104,
MS,5007950,Tacuru,1469,407.368,
MS,5007976,Taquarussu,225,41.879,
MS,5008008,Terenos,840,142.552,
MS,5008305,Três Lagoas,3767,770.488,
MS,5008404,Vicentina,397,80.802,
MT,5100102,Acorizal,755,155.409,
MT,5100201,Água Boa,722,147.717,
MT,5100250,Alta Floresta,1980,436.982,
MT,5100300,Alto Araguaia,867,175.111,
MT,5100359,Alto Boa Vista,514,119.118,
MT,5100409,Alto Garças,837,189.897,
MT,5100508,Alto Paraguai,962,177.547,
MT,5100607,Alto Taquari,275,52.943,
MT,5100805,Apiacás,449,98.519,
MT,5101001,Araguaiana,218,46.317,
MT,5101209,Araguainha,82,19.436,
MT,5101258,Araputanga,867,195.49,
MT,5101308,Arenápolis,476,98.594,
MT,5101407,Aripuanã,1231,244.116,
MT,5101605,Barão de Melgaço,901,225.376,
MT,5101704,Barra do Bugres,1807,389.277,
MT,5101803,Barra do Garças,3851,806.978,
MT,5101852,Bom Jesus do Araguaia,532,136.813,
MT,5101902,Brasnorte,572,126.459,
MT,5102504,Cáceres,6904,1549.491,
MT,5102603,Campinápolis,1128,497.911,
MT,5102637,Campo Novo do Parecis,627,135.21,
MT,5102678,Campo Verde,929,193.102,
MT,5102686,Campos de Júlio,367,90.49,
MT,5102694,Canabrava do Norte,305,60.225,
MT,5102702,Canarana,964,258.535,
MT,5102793,Carlinda,563,117.66,
MT,5102850,Castanheira,375,70.393,
MT,5103007,Chapada dos Guimarães,1544,344.676,
MT,5103056,Cláudia,349,77.275,
MT,5103106,Cocalinho,284,53.241,
MT,5103205,Colíder,998,183.589,
MT,5103254,Colniza,1568,300.304,
MT,5103304,Comodoro,933,306.035,
MT,5103353,Confresa,2201,543.469,
MT,5103361,Conquista D'Oeste,178,45.366,
MT,5103379,Cotriguaçu,508,91.74,
MT,5103403,Cuiabá,22739,4183.462,
MT,5103437,Curvelândia,363,78.96,
MT,5103452,Denise,463,106.308,
MT,5103502,Diamantino,904,194.008,
MT,5103601,Dom Aquino,717,199.81,
MT,5103700,Feliz Natal,733,213.874,
MT,5103809,Figueirópolis D'Oeste,146,28.801,
MT,5103858,Gaúcha do Norte,528,209.546,
MT,5103908,General Carneiro,479,111.504,
MT,5103957,Glória D'Oeste,242,67.667,
MT,5104104,Guarantã do Norte,1906,481.934,
MT,5104203,Guiratinga,1033,168.059,
MT,5104500,Indiavaí,111,19.49,
MT,5104526,Ipiranga do Norte,236,60.911,
MT,5104542,Itanhangá,377,97.947,
MT,5104559,Itaúba,298,62.275,
MT,5104609,Itiquira,780,148.31,
MT,5104807,Jaciara,1457,293.944,
MT,5104906,Jangada,876,186.032,
MT,5105002,Jauru,442,77.297,
MT,5105101,Juara,1235,275.238,
MT,5105150,Juína,1415,283.435,
MT,5105176,Juruena,426,73.328,
MT,5105200,Juscimeira,569,110.562,
MT,5105234,Lambari D'Oeste,452,108.018,
MT,5105259,Lucas do Rio Verde,1844,447.543,
MT,5105309,Luciára,241,63.411,
MT,5105507,Vila Bela da Santíssima Trindade,1052,241.97,
MT,5105580,Marcelândia,927,228.392,
MT,5105606,Matupá,442,93.125,
MT,5105622,Mirassol d'Oeste,1703,335.478,
MT,5105903,Nobres,1174,320.71,
MT,5106000,Nortelândia,431,96.857,
MT,5106109,Nossa Senhora do Livramento,1092,244.81,
MT,5106158,Nova Bandeirantes,1126,241.05,
MT,5106174,Nova Nazaré,477,168.63,
MT,5106182,Nova Lacerda,483,106.349,
MT,5106190,Nova Santa Helena,142,27.882,
MT,5106208,Nova Brasilândia,225,35.679,
MT,5106216,Nova Canaã do Norte,479,90.637,
MT,5106224,Nova Mutum,1108,207.753,
MT,5106232,Nova Olímpia,895,179.977,
MT,5106240,Nova Ubiratã,284,63.49,
MT,5106257,Nova Xavantina,656,136.642,
MT,5106265,Novo Mundo,377,73.974,
MT,5106273,Novo Horizonte do Norte,158,29.964,
MT,5106281,Novo São Joaquim,533,109.249,
MT,5106299,Paranaíta,523,103.408,
MT,5106307,Paranatinga,816,183.842,
MT,5106315,Novo Santo Antônio,229,65.381,
MT,5106372,Pedra Preta,1103,197.236,
MT,5106422,Peixoto de Azevedo,2449,598.051,
MT,5106455,Planalto da Serra,305,55.104,
MT,5106505,Poconé,3710,798.205,
MT,5106653,Pontal do Araguaia,404,83.978,
MT,5106703,Ponte Branca,148,32.447,
MT,5106752,Pontes e Lacerda,1865,361.096,
MT,5106778,Porto Alegre do Norte,906,219.089,
MT,5106802,Porto dos Gaúchos,161,31.766,
MT,5106828,Porto Esperidião,540,106.601,
MT,5106851,Porto Estrela,219,48.04,
MT,5107008,Poxoréo,1753,475.308,
MT,5107040,Primavera do Leste,2110,406.824,
MT,5107065,Querência,906,275.749,
MT,5107107,São José dos Quatro Marcos,774,139.818,
MT,5107156,Reserva do Cabaçal,196,41.548,
MT,5107180,Ribeirão Cascalheira,708,185.772,
MT,5107198,Ribeirãozinho,147,29.56,
MT,5107206,Rio Branco,298,57.68,
MT,5107248,Santa Carmem,243,61.605,
MT,5107263,Santo Afonso,224,50.414,
MT,5107297,São José do Povo,100,18.759,
MT,5107305,São José do Rio Claro,999,194.242,
MT,5107354,São José do Xingu,504,146.186,
MT,5107404,São Pedro da Cipa,267,59.98,
MT,5107578,Rondolândia,223,45.295,
MT,5107602,Rondonópolis,9362,1722.677,
MT,5107701,Rosário Oeste,1788,432.226,
MT,5107743,Santa Cruz do Xingu,125,28.472,
MT,5107750,Salto do Céu,156,29.145,
MT,5107768,Santa Rita do Trivelato,123,28.76,
MT,5107776,Santa Terezinha,793,173.589,
MT,5107792,Santo Antônio do Leste,274,88.423,
MT,5107800,Santo Antônio do Leverger,1566,343.907,
MT,5107859,São Félix do Araguaia,463,92.497,
MT,5107875,Sapezal,639,119.053,
MT,5107883,Serra Nova Dourada,147,31.694,
MT,5107909,Sinop,3252,652.673,
MT,5107925,Sorriso,2185,456.128,
MT,5107941,Tabaporã,375,69.909,
MT,5107958,Tangará da Serra,2342,484.251,
MT,5108006,Tapurah,335,59.97,
MT,5108055,Terra Nova do Norte,493,99.555,
MT,5108105,Tesouro,199,35.075,
MT,5108204,Torixoréu,221,44.588,
MT,5108303,União do Sul,358,108.223,
MT,5108352,Vale de São Domingos,223,52.138,
MT,5108402,Várzea Grande,16972,3483.208,
MT,5108501,Vera,412,74.717,
MT,5108600,Vila Rica,677,124.78,
MT,5108808,Nova Guarita,265,47.034,
MT,5108857,Nova Marilândia,166,32.952,
MT,5108907,Nova Maringá,275,60.353,
MT,5108956,Nova Monte verde,459,95.671,
MT,5199919,São Gonçalo,,,
PA,1500107,Abaetetuba,32780,7906.577,
PA,1500131,Abel Figueiredo,1075,303.222,
PA,1500206,Acará,10592,2463.532,
PA,1500305,Afuá,6471,1863.456,
PA,1500347,Água Azul do Norte,2779,607.967,
PA,1500404,Alenquer,10963,2357.866,
PA,1500503,Almeirim,5308,1970.073,
PA,1500602,Altamira,11090,2674.527,
PA,1500701,Anajás,5002,1928.326,
PA,1500800,Ananindeua,33013,5675.047,
PA,1500859,Anapu,5272,1564.3,
PA,1500909,Augusto Corrêa,7726,2130.385,
PA,1500958,Aurora do Pará,4099,1039.959,
PA,1501006,Aveiro,2043,601.073,
PA,1501105,Bagre,3536,1249.349,
PA,1501204,Baião,6192,1530.253,
PA,1501253,Bannach,377,85.247,
PA,1501303,Barcarena,12651,2810.79,
PA,1501402,Belém,112572,21246.6,
PA,1501451,Belterra,2504,519.396,
PA,1501501,Benevides,9729,2480.803,
PA,1501576,Bom Jesus do Tocantins,2064,476.775,
PA,1501600,Bonito,2091,424.407,
PA,1501709,Bragança,15406,3624.361,
PA,1501725,Brasil Novo,2614,642.052,
PA,1501758,Brejo Grande do Araguaia,992,233.983,
PA,1501782,Breu Branco,7094,1784.693,
PA,1501808,Breves,16354,4781.422,
PA,1501907,Bujaru,5160,1695.101,
PA,1501956,Cachoeira do Piriá,4261,1217.152,
PA,1502004,Cachoeira do Arari,4504,1362.585,
PA,1502103,Cametá,19168,5164.856,
PA,1502152,Canaã dos Carajás,3829,952.173,
PA,1502202,Capanema,7765,1644.708,
PA,1502301,Capitão Poço,8132,1566.075,
PA,1502400,Castanhal,14927,2854.772,
PA,1502509,Chaves,3268,1084.526,
PA,1502608,Colares,1966,522.152,
PA,1502707,Conceição do Araguaia,3259,617.621,
PA,1502756,Concórdia do Pará,5012,1454.094,
PA,1502764,Cumaru do Norte,1282,313.39,
PA,1502772,Curionópolis,2956,583.817,
PA,1502806,Curralinho,5422,1825.382,
PA,1502855,Curuá,2195,666.591,
PA,1502905,Curuçá,7938,2011.399,
PA,1502939,Dom Eliseu,4772,969.945,
PA,1502954,Eldorado dos Carajás,3182,641.777,
PA,1503002,Faro,1683,548.685,
PA,1503044,Floresta do Araguaia,2408,540.745,
PA,1503077,Garrafão do Norte,4324,929.183,
PA,1503093,Goianésia do Pará,3507,782.689,
PA,1503101,Gurupá,5831,2319.596,
PA,1503200,Igarapé-Açu,6186,1224.209,
PA,1503309,Igarapé-Miri,9270,2073.619,
PA,1503408,Inhangapi,1651,374.488,
PA,1503457,Ipixuna do Pará,6397,1590.045,
PA,1503507,Irituia,6081,1290.068,
PA,1503606,Itaituba,11568,2893.113,
PA,1503705,Itupiranga,6846,1657.063,
PA,1503754,Jacareacanga,2799,975,
PA,1503804,Jacundá,7116,1939.018,
PA,1503903,Juruti,5660,1536.851,
PA,1504000,Limoeiro do Ajuru,5220,1309.196,
PA,1504059,Mãe do Rio,5986,1337.934,
PA,1504109,Magalhães Barata,1210,264.922,
PA,1504208,Marabá,16620,3535.093,
PA,1504307,Maracanã,5690,1213.581,
PA,1504406,Marapanim,3863,841.87,
PA,1504422,Marituba,12565,2803.46,
PA,1504455,Medicilândia,4599,1276.924,
PA,1504505,Melgaço,3982,1400.514,
PA,1504604,Mocajuba,6323,2126.326,
PA,1504703,Moju,14752,3898.463,
PA,1504752,Mojuí dos Campos,3111,738.799,
PA,1504802,Monte Alegre,9315,1936.165,
PA,1504901,Muaná,6523,1767.028,
PA,1504950,Nova Esperança do Piriá,4103,1369.856,
PA,1504976,Nova Ipixuna,1477,354.312,
PA,1505007,Nova Timboteua,2236,444.172,
PA,1505031,Novo Progresso,1694,375.494,
PA,1505064,Novo Repartimento,6572,1535.816,
PA,1505106,Óbidos,6553,1754.658,
PA,1505205,Oeiras do Pará,6108,1994.544,
PA,1505304,Oriximiná,8246,1981.988,
PA,1505403,Ourém,3278,811.08,
PA,1505437,Ourilândia do Norte,3712,910.969,
PA,1505486,Pacajá,7530,2198.572,
PA,1505494,Palestina do Pará,1316,380.459,
PA,1505502,Paragominas,9827,2034.023,
PA,1505536,Parauapebas,12363,2630.935,
PA,1505551,Pau D'Arco,993,238.972,
PA,1505601,Peixe-Boi,1130,244.162,
PA,1505635,Piçarra,1493,328.405,
PA,1505650,Placas,3269,996.325,
PA,1505700,Ponta de Pedras,4696,991.271,
PA,1505809,Portel,7384,1871.63,
PA,1505908,Porto de Moz,5732,2240.116,
PA,1506005,Prainha,7398,2491.701,
PA,1506104,Primavera,1930,529.683,
PA,1506112,Quatipuru,2301,613.049,
PA,1506138,Redenção,5986,1335.448,
PA,1506161,Rio Maria,1520,301.163,
PA,1506187,Rondon do Pará,3742,917.512,
PA,1506195,Rurópolis,4560,1097.391,
PA,1506203,Salinópolis,4203,947.109,
PA,1506302,Salvaterra,4583,1025.204,
PA,1506351,Santa Bárbara do Pará,2693,628.269,
PA,1506401,Santa Cruz do Arari,1774,529.842,
PA,1506500,Santa Isabel do Pará,6474,1229.518,
PA,1506559,Santa Luzia do Pará,4098,1069.206,
PA,1506583,Santa Maria das Barreiras,2299,465.27,
PA,1506609,Santa Maria do Pará,3558,725.621,
PA,1506708,Santana do Araguaia,5244,1076.225,
PA,1506807,Santarém,29873,7154.417,
